StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId
9,Recording_161,Process_48,2021-12-15T08:38:03+00:00,Click UI element in window,Hyperlink 'Planner' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Hyperlink \\'Planner\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 1 OffsetY: 13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",11.0,Go to planning application.,Event_732
10,Recording_161,Process_48,2021-12-15T08:38:10+00:00,Select menu option in window,Menu Item 'New plan' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Menu Item \\'New plan\\'']\n""]",12.0,Go to planning application.,Event_732
11,Recording_161,Process_48,2021-12-15T08:38:17+00:00,Populate text field in window,Edit 'Plan name' in Pane 'https ...  Chrome - Person 1'; Text:'Training',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Edit \\'Plan name\\''] Text: 'Training' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",13.0,Go to planning application.,Event_732
12,Recording_161,Process_48,2021-12-15T08:38:24+00:00,Press button in window,Button 'Choose a group for your plan' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'\ue710Choose a group for your plan\\'']\n""]",14.0,Go to planning application.,Event_732
13,Recording_161,Process_48,2021-12-15T08:38:30+00:00,Click UI element in window,List Item 'Project RoadMap' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['List Item \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -12 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",15.0,Go to planning application.,Event_732
14,Recording_161,Process_48,2021-12-15T08:38:32+00:00,Press button in window,Button 'Create plan' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'Create plan\\'']\n""]",16.0,Go to planning application.,Event_732
15,Recording_161,Process_48,2021-12-15T08:38:38+00:00,Press button in window,Button 'Add task card in To do column' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'Add task card in To do column\\'']\n""]",17.0, Create a new task and assign to team leader.,Event_733
16,Recording_161,Process_48,2021-12-15T08:38:48+00:00,Populate text field in window,Edit 'Task name' in Pane 'https ...  Chrome - Person 1'; Text:'Awareness Training',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Edit \\'Task name\\''] Text: 'Awareness Training' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",18.0, Create a new task and assign to team leader.,Event_733
17,Recording_161,Process_48,2021-12-15T08:38:51+00:00,Press button in window,Button ' Set due date' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'\ue787 Set due date\\'']\n""]",19.0, Create a new task and assign to team leader.,Event_733
18,Recording_161,Process_48,2021-12-15T08:38:57+00:00,Click UI element in window,"Data Item 'December 23, 2021' in Pane 'https ...  Chrome - Person 1'",chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Data Item \\'December 23, 2021\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 6 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20.0, Create a new task and assign to team leader.,Event_733
19,Recording_161,Process_48,2021-12-15T08:39:02+00:00,Press button in window,"Button 'Not assigned, Open to assign users to this task' in Pane 'https ...  Chrome - Person 1'",chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'Not assigned, Open to assign users to this task\\'']\n""]",21.0, Create a new task and assign to team leader.,Event_733
20,Recording_161,Process_48,2021-12-15T08:39:12+00:00,Populate text field in window,Edit 'Assignments' in Pane 'https ...  Chrome - Person 1'; Text:'su',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Edit \\'Assignments\\''] Text: 'su' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",22.0, Create a new task and assign to team leader.,Event_733
21,Recording_161,Process_48,2021-12-15T08:39:20+00:00,Press button in window,Button 'Name Surname' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'Name Surname\\'']\n""]",23.0, Create a new task and assign to team leader.,Event_733
22,Recording_161,Process_48,2021-12-15T08:39:23+00:00,Click UI element in window,Button 'Add task' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'Add task\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 6 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",24.0, Create a new task and assign to team leader.,Event_733
23,Recording_161,Process_48,2021-12-15T08:39:43+00:00,Click UI element in window,Menu Item 'App launcher' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Menu Item \\'App launcher\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -11 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",25.0,Go to cloud storage and share training document to team leader.,Event_734
24,Recording_161,Process_48,2021-12-15T08:39:47+00:00,Click UI element in window,Hyperlink 'OneDrive' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 5 OffsetY: 11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",26.0,Go to cloud storage and share training document to team leader.,Event_734
25,Recording_161,Process_48,2021-12-15T08:39:53+00:00,Click UI element in window,Hyperlink 'Project Demo' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Hyperlink \\'Project Demo\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -28 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",27.0,Go to cloud storage and share training document to team leader.,Event_734
26,Recording_161,Process_48,2021-12-15T08:41:20+00:00,Press button in window,Button 'Show actions' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'Show actions\\'']\n""]",28.0,Go to cloud storage and share training document to team leader.,Event_734
27,Recording_161,Process_48,2021-12-15T08:41:23+00:00,Click UI element in window,Data Item 'A few seconds ago' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Data Item \\'A few seconds ago\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 20 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",29.0,Go to cloud storage and share training document to team leader.,Event_734
28,Recording_161,Process_48,2021-12-15T08:41:38+00:00,Click UI element in window,Combo Box 'Enter a  ...  to share with.' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Combo Box \\'Enter a  ...  to share with.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 95 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",30.0,Go to cloud storage and share training document to team leader.,Event_734
29,Recording_161,Process_48,2021-12-15T08:41:39+00:00,Send keys,TextToSend:'Nameq{Back}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Nameq{Back}'\n""]",31.0,Go to cloud storage and share training document to team leader.,Event_734
30,Recording_161,Process_48,2021-12-15T08:41:52+00:00,Click UI element in window,List Item 'Name Surname' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['List Item \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -1 OffsetY: -16 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",32.0,Go to cloud storage and share training document to team leader.,Event_734
31,Recording_161,Process_48,2021-12-15T08:41:56+00:00,Press button in window,Button 'Send' in Pane 'https ...  Chrome - Person 1',chrome,https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Go to cloud storage and share training document to team leader.,Event_734
0,Recording_162,Process_48,2021-12-15T08:42:20+00:00,Press button in window,Outlook 2013 - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Outlook 2013 - 1 running window']\n""]",2.0,Open the calendar to check and decide the approriate date for training,Event_735
1,Recording_162,Process_48,2021-12-15T08:42:23+00:00,Press button in window,Button 'Calendar' in Window 'Inbox - Email@Domain - Outlook',OUTLOOK,Inbox - Email@Domain - Outlook,"[""UIAutomation.PressButton Button: appmask['Window \\'Inbox - Email@Domain - Outlook\\'']['Button \\'Calendar\\'']\n""]",3.0,Open the calendar to check and decide the approriate date for training,Event_735
2,Recording_162,Process_48,2021-12-15T08:42:28+00:00,Click UI element in window,"List 'Month View,  ...  2, 2022 12:00am' in Window 'Calendar - Email@Domain - Outlook'",OUTLOOK,Calendar - Email@Domain - Outlook,"[""UIAutomation.Click Element: appmask['Window \\'Calendar - Email@Domain - Outlook\\'']['List \\'Month View,  ...  2, 2022 12:00am\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -21 OffsetY: -138 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",4.0,Open the calendar to check and decide the approriate date for training,Event_735
3,Recording_162,Process_48,2021-12-15T08:42:48+00:00,Press button in window,Google Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",5.0,Go to planning application,Event_736
4,Recording_162,Process_48,2021-12-15T08:42:53+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'New Tab - Google Chrome - Person 1'; Text:'o365',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",6.0,Go to planning application,Event_736
5,Recording_162,Process_48,2021-12-15T08:42:54+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",7.0,Go to planning application,Event_736
6,Recording_162,Process_48,2021-12-15T08:42:58+00:00,Click UI element in window,Hyperlink ' Office  ... office.com' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\' Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -10 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8.0,Go to planning application,Event_736
7,Recording_162,Process_48,2021-12-15T08:43:07+00:00,Click UI element in window,Hyperlink 'Planner' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'Planner\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -3 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9.0,Go to planning application,Event_736
8,Recording_162,Process_48,2021-12-15T08:43:12+00:00,Select menu option in window,Menu Item 'New plan' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Menu Item \\'New plan\\'']\n""]",10.0,Go to planning application,Event_736
9,Recording_162,Process_48,2021-12-15T08:43:17+00:00,Populate text field in window,Edit 'Plan name' in Pane 'New Tab - Google Chrome - Person 1'; Text:'Training',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Plan name\\''] Text: 'Training' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",11.0,Go to planning application,Event_736
10,Recording_162,Process_48,2021-12-15T08:43:27+00:00,Press button in window,Button 'Choose a group for your plan' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'\ue710Choose a group for your plan\\'']\n""]",12.0,Go to planning application,Event_736
11,Recording_162,Process_48,2021-12-15T08:43:33+00:00,Click UI element in window,List Item 'Project RoadMap' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['List Item \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -34 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",13.0,Go to planning application,Event_736
12,Recording_162,Process_48,2021-12-15T08:43:38+00:00,Press button in window,Button 'Create plan' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Create plan\\'']\n""]",14.0,Go to planning application,Event_736
13,Recording_162,Process_48,2021-12-15T08:43:44+00:00,Press button in window,Button 'Add task card in To do column' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Add task card in To do column\\'']\n""]",15.0,Create a new task and assign to team leader,Event_737
14,Recording_162,Process_48,2021-12-15T08:43:52+00:00,Populate text field in window,Edit 'Task name' in Pane 'New Tab - Google Chrome - Person 1'; Text:'Awarness Training',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Task name\\''] Text: 'Awarness Training' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",16.0,Create a new task and assign to team leader,Event_737
15,Recording_162,Process_48,2021-12-15T08:43:56+00:00,Press button in window,Button ' Set due date' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'\ue787 Set due date\\'']\n""]",17.0,Create a new task and assign to team leader,Event_737
16,Recording_162,Process_48,2021-12-15T08:44:01+00:00,Click UI element in window,"Data Item 'December 22, 2021' in Pane 'New Tab - Google Chrome - Person 1'",chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Data Item \\'December 22, 2021\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -2 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",18.0,Create a new task and assign to team leader,Event_737
17,Recording_162,Process_48,2021-12-15T08:44:13+00:00,Click UI element in window,"Button 'Not assigned, Open to assign users to this task' in Pane 'New Tab - Google Chrome - Person 1'",chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Not assigned, Open to assign users to this task\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 40 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",19.0,Create a new task and assign to team leader,Event_737
18,Recording_162,Process_48,2021-12-15T08:44:25+00:00,Click UI element in window,Button 'Name Surname' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 22 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20.0,Create a new task and assign to team leader,Event_737
19,Recording_162,Process_48,2021-12-15T08:44:29+00:00,Press button in window,Button 'Add task' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Add task\\'']\n""]",21.0,Create a new task and assign to team leader,Event_737
20,Recording_162,Process_48,2021-12-15T08:44:39+00:00,Click UI element in window,Menu Item 'App launcher' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Menu Item \\'App launcher\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 3 OffsetY: -15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",22.0,Go to cloud storage and share training document to team leader,Event_738
21,Recording_162,Process_48,2021-12-15T08:44:48+00:00,Click UI element in window,Hyperlink 'OneDrive' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 17 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",23.0,Go to cloud storage and share training document to team leader,Event_738
22,Recording_162,Process_48,2021-12-15T08:44:54+00:00,Click UI element in window,Hyperlink 'Project Demo' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'Project Demo\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: -3 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",24.0,Go to cloud storage and share training document to team leader,Event_738
23,Recording_162,Process_48,2021-12-15T08:45:00+00:00,Press button in window,Button 'Show actions' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Show actions\\'']\n""]",25.0,Go to cloud storage and share training document to team leader,Event_738
24,Recording_162,Process_48,2021-12-15T08:45:26+00:00,Drag and drop UI element in window,Combo Box 'Enter a  ...  to share with.' in Menu Item 'Share' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 5 MouseDownOffsetX: 6 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Menu Item \\'Share\\''] MouseUpOffsetY: -5 MouseUpOffsetX: 68 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Combo Box \\'Enter a  ...  to share with.\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",26.0,Go to cloud storage and share training document to team leader,Event_738
25,Recording_162,Process_48,2021-12-15T08:45:28+00:00,Send keys,TextToSend:'Name',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Name'\n""]",27.0,Go to cloud storage and share training document to team leader,Event_738
26,Recording_162,Process_48,2021-12-15T08:45:57+00:00,Click UI element in window,Text 'Name Surname' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Text \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 6 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n"", '# End of autogenerated actions using the desktop recorder\n']",,Go to cloud storage and share training document to team leader,Event_738
0,Recording_163,Process_28,2021-12-15T08:48:32+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",2.0,Verify the approval from higher management for business trip to Delhi,Event_739
1,Recording_163,Process_28,2021-12-15T08:48:35+00:00,Select menu option in window,"Menu Item 'More added apps Toolbar' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'More added apps Toolbar\\'']\n""]",3.0,Verify the approval from higher management for business trip to Delhi,Event_739
2,Recording_163,Process_28,2021-12-15T08:48:40+00:00,Click UI element in window,"List Item 'Approvals  ...  more actions' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['List Item \\'Approvals  ...  more actions\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -11 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",4.0,Verify the approval from higher management for business trip to Delhi,Event_739
3,Recording_163,Process_28,2021-12-15T08:48:48+00:00,Select tab in window,"Tab Item 'Sent' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectTab Tab: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Tab Item \\'Sent\\'']\n""]",5.0,Verify the approval from higher management for business trip to Delhi,Event_739
4,Recording_163,Process_28,2021-12-15T08:48:53+00:00,Click UI element in window,"Data Item 'Buisness trip to delhi' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Data Item \\'Buisness trip to delhi\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 84 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6.0,Verify the approval from higher management for business trip to Delhi,Event_739
5,Recording_163,Process_28,2021-12-15T08:49:05+00:00,Press button in window,Outlook 2013 - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Outlook 2013 - 1 running window']\n""]",7.0,Go to calendar to check date as per national holidays,Event_740
6,Recording_163,Process_28,2021-12-15T08:49:15+00:00,Press button in window,Button 'Calendar' in Window 'Inbox - Email@Domain - Outlook',OUTLOOK,Inbox - Email@Domain - Outlook,"[""UIAutomation.PressButton Button: appmask['Window \\'Inbox - Email@Domain - Outlook\\'']['Button \\'Calendar\\'']\n""]",8.0,Go to calendar to check date as per national holidays,Event_740
7,Recording_163,Process_28,2021-12-15T08:49:20+00:00,Press button in window,Button 'Calendar' in Window 'Inbox - Email@Domain - Outlook',OUTLOOK,Inbox - Email@Domain - Outlook,"[""UIAutomation.PressButton Button: appmask['Window \\'Inbox - Email@Domain - Outlook\\'']['Button \\'Calendar\\'']\n""]",10.0,Go to calendar to check date as per national holidays,Event_740
8,Recording_163,Process_28,2021-12-15T08:49:30+00:00,Click UI element in window,"List 'Month View,  ...  2, 2022 12:00am' in Window 'Calendar - Email@Domain - Outlook'",OUTLOOK,Calendar - Email@Domain - Outlook,"[""UIAutomation.Click Element: appmask['Window \\'Calendar - Email@Domain - Outlook\\'']['List \\'Month View,  ...  2, 2022 12:00am\\''] ClickType: UIAutomation.ClickType.RightClick OffsetX: 139 OffsetY: -142 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",14.0,Go to calendar to check date as per national holidays,Event_740
9,Recording_163,Process_28,2021-12-15T08:49:41+00:00,Click UI element in window,"List 'Month View,  ...  2, 2022 12:00am' in Window 'Calendar - Email@Domain - Outlook'",OUTLOOK,Calendar - Email@Domain - Outlook,"[""UIAutomation.Click Element: appmask['Window \\'Calendar - Email@Domain - Outlook\\'']['List \\'Month View,  ...  2, 2022 12:00am\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -31 OffsetY: -143 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n"", ""UIAutomation.Click Element: appmask['Window \\'Calendar - Email@Domain - Outlook\\'']['List \\'Month View,  ...  2, 2022 12:00am\\''] ClickType: UIAutomation.ClickType.RightClick OffsetX: -31 OffsetY: -143 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",15.0,Go to calendar to check date as per national holidays,Event_740
